LST,Distance,Local_Slope,Local_Intercept,Local_R2
36.11668,1486.1714900080256,0.0023401643464227148,34.91730491237979,0.07999752566243834
38.059357,1468.554262042856,0.002397908228035228,34.791585005612696,0.08173329791592954
38.770134,1457.5999257051983,0.002425997271580455,34.706956250269855,0.08176919287540052
37.80136,1453.4591381484938,0.0024209176093397382,34.66817881912173,0.07881379935649935
37.331497,1456.1900250719082,0.0023720355030630207,34.69134158737494,0.07423615376904391
36.367844,1465.7541785614965,0.0022997689509121006,34.75269400418747,0.0657793126788383
36.46011,1482.0193098681439,0.0022050276550726142,34.85422706629936,0.056306560113464243
36.169647,1484.6492376468884,0.0021318170290052967,35.43706486779961,0.07541268500275833
36.923138,1446.4194694821588,0.002252825191701216,35.20975970753435,0.08524681354200425
37.43743,1414.2401509462995,0.0023515307617325175,35.015305222585425,0.09199284292152299
38.710335,1388.532004456568,0.0024283485516055927,34.85501420720222,0.09829214409940334
41.259567,1369.6594650685029,0.0024864606899606726,34.72423309937083,0.10251257171867156
40.485573,1357.9075716348664,0.002518318302041296,34.633032795360286,0.10537367298889277
39.318596,1353.4618191714394,0.0025181818680008834,34.58925484798593,0.1071352079368606
37.39813,1356.3940499745731,0.0024761713120912783,34.60393575870413,0.10120084951132013
36.16794,1366.6567753675342,0.002416471094670194,34.652519883578385,0.09018958234945218
35.21454,1384.0869425399367,0.0023305756831845516,34.74653426698305,0.07619597641380804
32.825916,1408.4184702570158,0.002211509082080461,34.89555098420838,0.06279339711529774
34.77201,1439.3013965853972,0.0020643207895105226,35.0934220289386,0.05070377579095675
36.425934,1476.3246367463482,0.0018779529382818925,35.350610373409566,0.038836437041504523
39.267338,1492.5169824259497,0.001971659912398293,35.91419375631815,0.07122792899123509
37.4118,1440.6779187873412,0.0020893857856170614,35.66625092128738,0.0753338655171355
36.998318,1394.0942538196573,0.00220883064150209,35.42339846506899,0.08612175374981079
36.68052,1353.3088011923035,0.0023219194486603667,35.195685905672896,0.09775723092610245
36.444733,1318.859596104192,0.002414935133539611,34.99939940857687,0.10827556833050866
37.21702,1291.2538701152748,0.002488412288571349,34.83528617944047,0.11852575093384432
40.051582,1270.937638100012,0.002543811788690038,34.70215062685007,0.12735699173646298
42.793888,1258.264043351315,0.0025778715179965773,34.60415547801401,0.131224758679636
42.575188,1253.4649279666194,0.0025840128537175334,34.5526569821048,0.13727203404251065
39.34935,1256.6305139116766,0.002556770144083914,34.55083178529234,0.13103961849523815
35.99366,1267.7011364456084,0.0025047331385727447,34.59269980143654,0.11771213377263545
34.77372,1286.4727335614423,0.0024290680705951915,34.67858174009832,0.09988778680289478
32.805412,1312.61495384161,0.0023222441510321315,34.81741961766612,0.0819475495594495
36.612175,1345.698309391884,0.0021847175114666603,35.00828491470751,0.06630107937792973
40.220737,1385.225563852955,0.00201397351834449,35.251496023915294,0.05210536339284799
39.978115,1430.6627085387036,0.0018144089988833283,35.53766307056717,0.037485000745950625
38.457462,1481.4660672640673,0.0015774969789710167,35.875487450066906,0.026024223032698468
40.18827,1469.345585512748,0.0019697102270405773,36.15562473097505,0.09988402114731265
40.42406,1409.5823397437136,0.002061097690818453,35.92218521960802,0.08433697371317417
37.514317,1354.573104475696,0.002163007588519135,35.68232649176281,0.08577149166149678
36.574585,1304.9192381984747,0.00226696718133287,35.446606233356945,0.0962904272030205
36.304626,1261.253400816842,0.0023677087961274713,35.221906727437606,0.10941604509788283
35.60068,1224.2165102315898,0.002451447249222204,35.0262076884523,0.12434249735815883
35.77496,1194.4253793247926,0.002518811298161108,34.86056563327755,0.14195416189334376
38.67958,1172.4324755083924,0.002574448078785963,34.71942106089628,0.15323468083991254
42.51368,1158.6819375817938,0.0026107606211002846,34.614465796401326,0.1609860307448283
42.37699,1153.4685757877683,0.0026171179971100043,34.55882893007031,0.16342767067032093
38.81285,1156.9078088514334,0.0026039469121726688,34.54277380287872,0.16066479412947132
36.147434,1168.92326567358,0.0025616185174459176,34.57689331215909,0.1477932198882117
34.349987,1189.2550289507083,0.0024960852112520453,34.655870505639655,0.12760260471524154
33.099293,1217.4865283591898,0.002402919579731475,34.784871434303454,0.10638359281520593
38.228508,1253.0839435519372,0.0022829283456053708,34.96131066522622,0.08596933477109303
40.965687,1295.4401925365898,0.002126453022525456,35.19308728100351,0.06798808590985639
41.40821,1343.9163721343675,0.0019309123868417725,35.477974399066525,0.04901831200163376
38.81285,1397.8759380368354,0.001699879360942684,35.81027819737891,0.03344370267133745
38.038857,1456.7096694241873,0.0014370240237046579,36.18620166040823,0.022976752922601595
37.56899,1459.5704698649315,0.0019939732164018726,36.40337083300245,0.142997846237228
38.11574,1392.2255131096038,0.0020623561958749356,36.182900527247604,0.12198072438049157
40.514618,1328.9987969162585,0.0021359989550117802,35.962045349170744,0.09845949998062453
38.819687,1270.5053030414413,0.002224736677018521,35.72749846816971,0.09613665928434778
36.683937,1217.4274713131733,0.00231590802080625,35.49525011448762,0.10527783669020951
36.612175,1170.502272855354,0.0023990321271256834,35.278915534729904,0.1199540623467873
36.59338,1130.496127198635,0.002470896427280876,35.08526319676892,0.13957260304657315
36.256786,1098.165477723041,0.0025291229439407814,34.919089944893734,0.16309235833967728
38.12599,1074.2035837373833,0.002576465023169014,34.77803997430506,0.1782469831568141
39.547546,1059.1785789779738,0.0026094367651413116,34.67126566613924,0.19238503880635294
39.838013,1053.472916129011,0.0026204014324097,34.60684060302564,0.1935572399568678
40.309586,1057.2374888684778,0.00261518452580059,34.58264291511896,0.19117741376449093
37.170887,1070.3723794644961,0.002588337033390308,34.60353067162343,0.17817718845557828
34.052692,1092.5396805480566,0.002539882578536848,34.66964489634453,0.15694465003858493
33.581116,1123.2047348652036,0.002464327044598069,34.7859053152691,0.13245642382419665
39.667152,1161.694796095418,0.0023579423896674767,34.953245736849375,0.10642059862349507
